id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term,loan_status_clean
,,6250,6250,6250.0, 36 months,24.74,247.65,E,E3,Physical therapist assistant ,9 years,RENT,85000.0,Source Verified,Feb-2017,Fully Paid,n,,,debt_consolidation,Debt consolidation,782xx,TX,23.07,0.0,Feb-2002,2.0,62.0,,21.0,0.0,22170,41.6,51.0,w,0.0,0.0,7286.9950566282,7287.0,6250.0,1037.0,0.0,0.0,0.0,Dec-2017,86.39,,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,46869.0,2.0,3.0,3.0,5.0,9.0,24699.0,71.0,2.0,6.0,5439.0,53.0,53300.0,4.0,7.0,3.0,11.0,2232.0,16880.0,37.9,0.0,0.0,136.0,180.0,3.0,3.0,0.0,3.0,,0.0,,0.0,5.0,14.0,7.0,10.0,24.0,18.0,27.0,14.0,21.0,0.0,0.0,0.0,5.0,98.0,28.6,0.0,0.0,88205.0,46869.0,27200.0,34905.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,fully paid
,,20000,20000,20000.0, 36 months,6.99,617.46,A,A2,,,MORTGAGE,110000.0,Not Verified,Jul-2016,Fully Paid,n,,,debt_consolidation,Debt consolidation,803xx,CO,25.78,0.0,Nov-1978,0.0,31.0,,16.0,0.0,39920,64.9,43.0,w,0.0,0.0,20726.1047662556,20726.1,20000.0,726.1,0.0,0.0,0.0,Jan-2017,17646.57,,May-2017,0.0,,1,Individual,,,,0.0,0.0,355733.0,1.0,3.0,1.0,2.0,7.0,43791.0,69.0,1.0,2.0,20688.0,67.0,61500.0,4.0,10.0,7.0,5.0,25410.0,13671.0,68.8,0.0,0.0,123.0,452.0,2.0,2.0,12.0,2.0,,7.0,,0.0,2.0,3.0,5.0,11.0,8.0,11.0,22.0,3.0,16.0,0.0,0.0,0.0,2.0,93.0,40.0,0.0,0.0,413640.0,83711.0,43800.0,63569.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,fully paid
,,20000,20000,20000.0, 60 months,10.47,429.59,B,B2,Inventory Manager,7 years,MORTGAGE,125000.0,Not Verified,Jul-2018,Current,n,,,debt_consolidation,Debt consolidation,921xx,CA,9.76,0.0,Aug-2002,0.0,,,7.0,0.0,13587,33.3,21.0,w,18166.95,18166.95,2995.5,2995.5,1833.05,1162.45,0.0,0.0,0.0,Feb-2019,429.59,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,307513.0,0.0,2.0,1.0,1.0,11.0,15782.0,55.0,0.0,0.0,12559.0,42.0,40800.0,1.0,1.0,1.0,1.0,43930.0,22613.0,37.5,0.0,0.0,191.0,190.0,50.0,11.0,4.0,52.0,,11.0,,0.0,2.0,2.0,3.0,4.0,12.0,4.0,5.0,2.0,7.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,380416.0,29369.0,36200.0,28616.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,current
,,24000,24000,24000.0, 60 months,9.17,500.19,B,B2,Office Manager,10+ years,RENT,60000.0,Not Verified,Oct-2015,Current,n,,,home_improvement,Home improvement,216xx,MD,28.94,0.0,Apr-2000,0.0,,,12.0,0.0,44324,65.2,22.0,w,9243.74,9243.74,19983.15,19983.15,14756.26,5226.89,0.0,0.0,0.0,Feb-2019,500.19,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,178763.0,,,,,,,,,,,,68000.0,,,,1.0,16251.0,9767.0,59.3,0.0,0.0,122.0,185.0,6.0,6.0,2.0,42.0,,,,0.0,3.0,6.0,5.0,8.0,4.0,9.0,16.0,6.0,12.0,0.0,0.0,0.0,1.0,100.0,40.0,0.0,0.0,233436.0,75071.0,24000.0,56487.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,current
,,34750,34750,34750.0, 36 months,19.53,1283.13,D,D5,Mechanical Engineer III,2 years,RENT,79000.0,Verified,Apr-2016,Charged Off,n,,,small_business,Business,752xx,TX,29.67,0.0,Jun-2007,0.0,24.0,,15.0,0.0,20724,87.8,34.0,w,0.0,0.0,9044.21,9044.21,5254.06,3790.15,0.0,0.0,0.0,Feb-2017,100.0,,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,129981.0,1.0,10.0,1.0,1.0,4.0,109257.0,107.0,1.0,1.0,9492.0,101.0,23600.0,1.0,0.0,1.0,2.0,8665.0,1029.0,92.0,0.0,0.0,106.0,100.0,8.0,4.0,0.0,92.0,,5.0,29.0,0.0,2.0,4.0,2.0,2.0,24.0,5.0,10.0,4.0,15.0,0.0,0.0,0.0,2.0,87.9,100.0,0.0,0.0,144610.0,129981.0,12800.0,121010.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,charged off
,,25150,25150,25150.0, 60 months,19.24,655.74,E,E2,Consultant,10+ years,MORTGAGE,60000.0,Source Verified,Jan-2015,Current,n,,,credit_card,Credit card refinancing,151xx,PA,18.52,1.0,Apr-1995,0.0,16.0,,17.0,0.0,19438,82.7,45.0,w,6564.08,6564.08,32104.38,32104.38,18585.92,13518.46,0.0,0.0,0.0,Feb-2019,655.74,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,130319.0,,,,,,,,,,,,23500.0,,,,3.0,8145.0,1553.0,91.0,0.0,0.0,161.0,237.0,4.0,4.0,5.0,4.0,,14.0,,0.0,9.0,13.0,9.0,23.0,9.0,14.0,30.0,13.0,17.0,0.0,0.0,0.0,2.0,97.8,88.9,0.0,0.0,159039.0,28220.0,17200.0,10539.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,current
,,20000,20000,20000.0, 60 months,19.47,524.0,D,D5,Supply Chain Analyst,6 years,MORTGAGE,83000.0,Source Verified,Feb-2014,Current,n,,,debt_consolidation,Debt consolidation,551xx,MN,15.21,1.0,Dec-2002,3.0,1.0,,12.0,0.0,11587,69.4,34.0,w,0.0,0.0,31439.695387875,31439.7,20000.0,11439.7,0.0,0.0,0.0,Feb-2019,523.7,Mar-2019,Feb-2019,0.0,,1,Individual,,,,1.0,0.0,197050.0,,,,,,,,,,,,16700.0,,,,4.0,16421.0,0.0,120.0,0.0,60.0,134.0,107.0,44.0,5.0,2.0,61.0,1.0,1.0,1.0,0.0,1.0,5.0,0.0,5.0,17.0,6.0,15.0,5.0,11.0,0.0,1.0,0.0,2.0,97.1,100.0,0.0,0.0,227911.0,52225.0,1000.0,57121.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,current
,,25500,25500,25500.0, 36 months,8.81,808.65,A,A5,teacher,10+ years,MORTGAGE,52000.0,Verified,Nov-2018,Current,n,,,debt_consolidation,Debt consolidation,294xx,SC,22.46,1.0,Dec-1990,0.0,16.0,,13.0,0.0,27006,36.8,24.0,w,23621.96,23621.96,2332.35,2332.35,1878.04,454.31,0.0,0.0,0.0,Feb-2019,808.65,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,206690.0,1.0,1.0,1.0,1.0,3.0,27908.0,101.0,1.0,1.0,6103.0,54.0,73300.0,0.0,2.0,1.0,3.0,17224.0,19314.0,38.1,0.0,0.0,106.0,335.0,12.0,3.0,3.0,12.0,16.0,3.0,16.0,0.0,2.0,5.0,4.0,9.0,2.0,11.0,19.0,5.0,13.0,0.0,0.0,0.0,2.0,95.8,25.0,0.0,0.0,256579.0,54914.0,31200.0,27779.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,current
,,6000,6000,6000.0, 36 months,9.75,192.9,B,B3,,,MORTGAGE,48000.0,Source Verified,Jun-2016,Current,n,,,other,Other,115xx,NY,6.35,0.0,Mar-2008,0.0,26.0,,7.0,0.0,4910,21.0,9.0,w,756.16,756.16,6169.55,6169.55,5243.84,925.71,0.0,0.0,0.0,Feb-2019,192.9,Mar-2019,Feb-2019,0.0,26.0,1,Individual,,,,0.0,170.0,13449.0,1.0,2.0,0.0,0.0,73.0,8539.0,101.0,1.0,3.0,3375.0,42.0,23400.0,0.0,0.0,1.0,3.0,1921.0,18490.0,21.0,0.0,0.0,98.0,96.0,1.0,1.0,0.0,1.0,,9.0,,1.0,3.0,3.0,5.0,5.0,4.0,5.0,5.0,3.0,7.0,0.0,0.0,0.0,1.0,77.8,0.0,0.0,0.0,31900.0,13449.0,23400.0,8500.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,current
,,5000,5000,5000.0, 36 months,7.46,155.44,A,A4,project manager,1 year,MORTGAGE,120000.0,Not Verified,May-2018,Fully Paid,n,,,home_improvement,Home improvement,432xx,OH,18.31,0.0,May-1997,1.0,,,21.0,0.0,28299,26.5,64.0,w,0.0,0.0,5014.5077777776,5014.51,5000.0,14.51,0.0,0.0,0.0,Jun-2018,5016.58,,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,643414.0,3.0,4.0,0.0,1.0,19.0,394985.0,57.0,5.0,10.0,10739.0,30.0,106600.0,2.0,0.0,1.0,11.0,30639.0,56801.0,33.3,0.0,0.0,177.0,252.0,2.0,2.0,2.0,2.0,,2.0,,0.0,6.0,6.0,10.0,22.0,16.0,16.0,46.0,6.0,21.0,0.0,0.0,0.0,5.0,100.0,10.0,0.0,0.0,735138.0,423284.0,85100.0,378138.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,fully paid
,,20000,20000,20000.0, 60 months,16.29,489.45,D,D1,NCO,10+ years,MORTGAGE,80000.0,Not Verified,Apr-2016,Charged Off,n,,,credit_card,Credit card refinancing,283xx,NC,32.91,0.0,Jun-2003,2.0,,,18.0,0.0,35810,68.7,41.0,w,0.0,0.0,5963.9,5963.9,2819.78,3144.12,0.0,0.0,0.0,May-2017,489.45,,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,269547.0,4.0,2.0,1.0,2.0,3.0,51943.0,92.0,3.0,4.0,6240.0,81.0,52100.0,1.0,0.0,3.0,8.0,14975.0,6456.0,64.9,0.0,0.0,154.0,151.0,1.0,1.0,1.0,27.0,,5.0,,0.0,5.0,14.0,5.0,12.0,14.0,14.0,25.0,14.0,18.0,0.0,0.0,0.0,5.0,100.0,80.0,0.0,0.0,292439.0,87879.0,18400.0,56360.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,charged off
,,7200,7200,7200.0, 36 months,13.99,246.05,C,C3,cart rep,,MORTGAGE,47400.0,Source Verified,Jun-2016,Fully Paid,n,,,home_improvement,Home improvement,852xx,AZ,14.25,0.0,Sep-1992,1.0,44.0,45.0,9.0,1.0,1553,15.7,20.0,w,0.0,0.0,7505.7,7505.7,7200.0,305.7,0.0,0.0,0.0,Oct-2016,7019.2,,Sep-2018,0.0,,1,Individual,,,,0.0,0.0,158585.0,1.0,2.0,1.0,2.0,10.0,14033.0,69.0,1.0,3.0,728.0,51.0,9900.0,1.0,0.0,3.0,6.0,19823.0,2412.0,24.6,0.0,0.0,145.0,212.0,10.0,6.0,3.0,16.0,44.0,0.0,44.0,0.0,2.0,3.0,3.0,6.0,7.0,6.0,10.0,3.0,9.0,0.0,0.0,0.0,3.0,93.7,0.0,1.0,0.0,174353.0,15586.0,3200.0,20477.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,fully paid
,,30000,30000,30000.0, 60 months,20.89,809.75,D,D4,Estimator,10+ years,RENT,75000.0,Source Verified,Nov-2018,Current,n,,,debt_consolidation,Debt consolidation,970xx,OR,23.2,0.0,Mar-2005,0.0,,,10.0,0.0,31506,46.0,15.0,w,29122.4,29122.4,2394.43,2394.43,877.6,1516.83,0.0,0.0,0.0,Feb-2019,809.75,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,55821.0,0.0,1.0,0.0,1.0,18.0,24315.0,81.0,0.0,1.0,13155.0,57.0,68500.0,0.0,0.0,0.0,2.0,5582.0,26357.0,52.8,0.0,0.0,83.0,164.0,14.0,14.0,0.0,26.0,,,,0.0,5.0,6.0,6.0,6.0,4.0,9.0,11.0,6.0,10.0,0.0,0.0,0.0,0.0,100.0,16.7,0.0,0.0,98590.0,55821.0,55800.0,30090.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,current
,,18475,18475,18475.0, 36 months,14.07,632.07,C,C3,,,RENT,25000.0,Verified,Mar-2018,In Grace Period,n,,,debt_consolidation,Debt consolidation,475xx,IN,28.66,0.0,Oct-2002,2.0,,,15.0,0.0,3634,12.5,28.0,w,14094.3,14094.3,6306.26,6306.26,4380.7,1925.56,0.0,0.0,0.0,Jan-2019,632.07,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,14259.0,1.0,2.0,0.0,3.0,13.0,10625.0,81.0,3.0,7.0,2165.0,34.0,29000.0,6.0,0.0,2.0,10.0,951.0,13567.0,20.2,0.0,0.0,184.0,176.0,5.0,5.0,0.0,7.0,,3.0,,0.0,2.0,4.0,6.0,6.0,13.0,13.0,15.0,4.0,15.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,0.0,42132.0,14259.0,17000.0,13132.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,in grace period
,,20000,20000,20000.0, 60 months,25.8,596.45,G,G1,Manager - District or Sales,< 1 year,MORTGAGE,90000.0,Verified,Aug-2014,Charged Off,n,,,debt_consolidation,Debt consolidation,082xx,NJ,22.93,0.0,Oct-1987,2.0,,,15.0,0.0,34695,89.9,30.0,f,0.0,0.0,5368.05,5368.05,1633.56,3734.49,0.0,0.0,0.0,May-2015,596.45,,Feb-2017,0.0,,1,Individual,,,,0.0,0.0,296528.0,,,,,,,,,,,,38600.0,,,,3.0,21181.0,509.0,98.2,0.0,0.0,133.0,322.0,9.0,4.0,3.0,9.0,,4.0,,0.0,6.0,10.0,7.0,11.0,7.0,11.0,20.0,10.0,15.0,0.0,0.0,0.0,3.0,100.0,100.0,0.0,0.0,313427.0,82112.0,28500.0,51327.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,charged off
,,16000,16000,16000.0, 36 months,7.89,500.58,A,A5,Manager,9 years,MORTGAGE,100000.0,Not Verified,Oct-2015,Fully Paid,n,,,debt_consolidation,Debt consolidation,347xx,FL,19.58,0.0,Apr-1999,0.0,70.0,,16.0,0.0,21401,52.0,32.0,w,0.0,0.0,18015.655637674,18015.66,16000.0,2015.66,0.0,0.0,0.0,Nov-2018,1.79,,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,279326.0,,,,,,,,,,,,40850.0,,,,3.0,19951.0,4058.0,87.0,0.0,0.0,109.0,197.0,9.0,9.0,4.0,13.0,70.0,10.0,70.0,0.0,7.0,11.0,12.0,13.0,2.0,11.0,27.0,6.0,14.0,,0.0,0.0,2.0,97.0,66.7,0.0,0.0,331670.0,49456.0,24350.0,47040.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,fully paid
,,7500,7500,0.002283598321, 36 months,16.33,264.91,F,F2,Downing Displays,6 years,MORTGAGE,50000.0,Not Verified,Aug-2008,Charged Off,n,,"I painted myself into a corner with post-divorce mismanagement of my credit;  I can now barely exceed the monthly minimum at this point & still pay my 'normal' bills. I owe Master card just under $10k & I owe another $5k on loans against my 401k. Since 5/3 Bank (Mastercard) is doing the most damage, I will remit the entire $7500. to them.",credit_card,Mastercard,452xx,OH,10.8,0.0,Mar-1994,0.0,,,4.0,0.0,0,,9.0,f,0.0,0.0,2664.1,0.0,1729.38,919.63,14.999724679711,0.09,0.0,Jun-2009,264.91,,Feb-2019,0.0,,1,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,charged off
,,32000,32000,31900.0, 60 months,13.99,744.42,C,C4,Senior Pastor,10+ years,MORTGAGE,80000.0,Verified,Oct-2015,Charged Off,n,,,debt_consolidation,Debt consolidation,439xx,OH,32.66,2.0,Feb-1997,1.0,5.0,71.0,14.0,1.0,21031,92.2,22.0,w,0.0,0.0,11937.31,11900.01,6018.93,5192.68,37.22,688.48,123.9264,Feb-2017,3014.9,,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,55724.0,,,,,,,,,,,,22800.0,,,,3.0,3980.0,883.0,93.4,0.0,0.0,224.0,170.0,26.0,3.0,1.0,27.0,,3.0,5.0,0.0,5.0,7.0,5.0,6.0,12.0,7.0,8.0,7.0,14.0,0.0,0.0,0.0,2.0,84.2,100.0,0.0,1.0,104913.0,55724.0,13300.0,77227.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,charged off
,,14000,14000,14000.0, 36 months,7.21,433.63,A,A3,HHA,2 years,RENT,38000.0,Source Verified,Sep-2018,Current,n,,,credit_card,Credit card refinancing,114xx,NY,4.64,0.0,Mar-2015,1.0,,,6.0,0.0,7472,33.5,6.0,w,12231.3,12231.3,2182.17,2182.17,1768.7,413.47,0.0,0.0,0.0,Feb-2019,433.63,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,7472.0,0.0,0.0,0.0,0.0,,0.0,,1.0,4.0,3029.0,34.0,22300.0,1.0,0.0,1.0,4.0,1245.0,14828.0,33.5,0.0,0.0,,41.0,8.0,8.0,0.0,8.0,,6.0,,0.0,4.0,4.0,6.0,6.0,0.0,6.0,6.0,4.0,6.0,0.0,0.0,0.0,1.0,100.0,33.3,0.0,0.0,22300.0,7472.0,22300.0,0.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,current
,,25850,25850,25850.0, 60 months,12.99,588.04,C,C2,CAO - Financial Administration,8 years,MORTGAGE,148000.0,Not Verified,Feb-2016,Fully Paid,n,,,debt_consolidation,Debt consolidation,103xx,NY,17.32,0.0,Mar-1999,1.0,,,20.0,0.0,31349,25.6,38.0,w,0.0,0.0,31631.0001495949,31631.0,25850.0,5781.0,0.0,0.0,0.0,Feb-2018,18143.39,,Feb-2018,0.0,,1,Individual,,,,0.0,0.0,340340.0,1.0,2.0,0.0,2.0,16.0,10069.0,42.0,2.0,6.0,10036.0,37.0,122500.0,0.0,0.0,1.0,8.0,17017.0,63856.0,28.7,0.0,0.0,146.0,202.0,4.0,4.0,3.0,4.0,,4.0,,0.0,6.0,7.0,13.0,19.0,6.0,16.0,28.0,8.0,20.0,0.0,0.0,0.0,2.0,100.0,23.1,0.0,0.0,461784.0,60640.0,89600.0,24062.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,fully paid
,,18000,18000,18000.0, 60 months,7.84,363.6,A,A4,Senior Account Executive,< 1 year,RENT,110000.0,Not Verified,Oct-2018,Current,n,,,other,Other,377xx,TN,17.46,0.0,Aug-2007,0.0,,,15.0,0.0,10453,10.0,25.0,w,17006.31,17006.31,1446.56,1446.56,993.69,452.87,0.0,0.0,0.0,Feb-2019,363.6,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,54567.0,1.0,4.0,1.0,3.0,10.0,43648.0,78.0,1.0,5.0,5349.0,27.0,104600.0,2.0,1.0,0.0,8.0,3638.0,91473.0,10.0,0.0,0.0,134.0,109.0,4.0,4.0,0.0,4.0,,14.0,,0.0,3.0,4.0,9.0,12.0,10.0,10.0,13.0,4.0,15.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,181904.0,54567.0,101600.0,75187.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,current
,,14000,14000,14000.0, 36 months,10.08,452.27,B,B1,Registered Nurse,10+ years,MORTGAGE,120000.0,Source Verified,Jul-2018,Current,n,,,debt_consolidation,Debt consolidation,907xx,CA,13.27,0.0,Mar-2004,1.0,30.0,,9.0,0.0,23945,39.5,20.0,w,11597.44,11597.44,3193.33,3193.33,2402.56,790.77,0.0,0.0,0.0,Feb-2019,452.27,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,506467.0,1.0,1.0,1.0,1.0,8.0,49022.0,6.0,2.0,3.0,5597.0,37.0,60600.0,0.0,4.0,3.0,5.0,56274.0,30694.0,21.3,0.0,0.0,167.0,172.0,5.0,5.0,1.0,12.0,45.0,1.0,30.0,0.0,2.0,4.0,3.0,5.0,8.0,6.0,11.0,4.0,9.0,0.0,0.0,0.0,3.0,85.0,0.0,0.0,0.0,556696.0,72967.0,39000.0,56246.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,current
,,20000,20000,20000.0, 36 months,12.42,668.31,B,B4,California State University Chico,10+ years,OWN,90000.0,Verified,Feb-2012,Fully Paid,n,,  Borrower added on 02/05/12 > Consolidation loan<br>,debt_consolidation,Consolidation Loan,959xx,CA,23.56,0.0,Nov-1990,1.0,,,12.0,0.0,38510,57.7,26.0,f,0.0,0.0,23693.7775397361,23693.78,20000.0,3693.78,0.0,0.0,0.0,Apr-2014,7000.42,,Apr-2014,0.0,,1,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,fully paid
,,7000,7000,7000.0, 36 months,9.17,223.16,B,B2,Vascular Technologist,3 years,OWN,110000.0,Source Verified,Aug-2015,Charged Off,n,,,debt_consolidation,Debt consolidation,600xx,IL,17.26,0.0,Aug-2002,0.0,,,20.0,0.0,23921,99.3,32.0,w,0.0,0.0,3784.25,3784.25,2685.78,658.05,0.0,440.42,79.2756,Nov-2016,223.16,,Jun-2017,0.0,,1,Individual,,,,0.0,0.0,75262.0,,,,,,,,,,,,24100.0,,,,3.0,3763.0,89.0,99.5,0.0,0.0,156.0,122.0,56.0,7.0,0.0,97.0,,2.0,,0.0,3.0,5.0,3.0,4.0,25.0,5.0,7.0,5.0,20.0,0.0,0.0,0.0,3.0,100.0,100.0,0.0,0.0,92745.0,75262.0,17600.0,68645.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,charged off
,,14400,14400,14400.0, 60 months,15.05,342.96,C,C4,Cook,10+ years,RENT,48000.0,Verified,Sep-2017,Current,n,,,debt_consolidation,Debt consolidation,115xx,NY,13.15,0.0,Jun-2002,0.0,,,6.0,0.0,9848,56.6,16.0,w,11344.79,11344.79,5818.28,5818.28,3055.21,2763.07,0.0,0.0,0.0,Feb-2019,342.96,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,20099.0,0.0,1.0,1.0,1.0,8.0,10251.0,93.0,0.0,1.0,4699.0,71.0,17400.0,1.0,0.0,0.0,2.0,4020.0,3552.0,73.5,0.0,0.0,158.0,182.0,21.0,8.0,0.0,69.0,,13.0,,0.0,3.0,3.0,3.0,8.0,3.0,5.0,13.0,3.0,6.0,0.0,0.0,0.0,1.0,100.0,66.7,0.0,0.0,28400.0,20099.0,13400.0,11000.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,current
,,22000,22000,22000.0, 60 months,19.99,582.75,E,E4,Director,7 years,RENT,70000.0,Verified,Aug-2015,Current,n,,,debt_consolidation,Debt consolidation,802xx,CO,12.98,2.0,Apr-1984,0.0,13.0,,6.0,0.0,8498,87.0,17.0,w,9005.05,9005.05,24451.07,24451.07,12994.95,11456.12,0.0,0.0,0.0,Feb-2019,582.75,Mar-2019,Feb-2019,0.0,30.0,1,Individual,,,,0.0,0.0,32580.0,,,,,,,,,,,,9800.0,,,,2.0,5430.0,2450.0,87.0,1.0,0.0,139.0,376.0,25.0,13.0,0.0,25.0,36.0,,17.0,0.0,4.0,4.0,4.0,6.0,7.0,4.0,10.0,3.0,6.0,,0.0,0.0,0.0,71.0,75.0,0.0,0.0,37991.0,32580.0,9800.0,28191.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,current
,,31500,31500,31500.0, 60 months,19.52,826.17,D,D4,Johnson & Johnson,8 years,MORTGAGE,95000.0,Verified,Jul-2013,Fully Paid,n,,  Borrower added on 07/02/13 > we are looking to consolidate all of our credit cards so we can payoff all the debt and have a definite payoff end date.<br>,debt_consolidation,credit card consolidation,078xx,NJ,13.33,0.0,Nov-1997,1.0,64.0,,11.0,0.0,17204,72.9,18.0,f,0.0,0.0,49569.8656291388,49569.87,31500.0,18069.87,0.0,0.0,0.0,Jul-2018,825.84,,Nov-2018,0.0,,1,Individual,,,,0.0,0.0,44750.0,,,,,,,,,,,,23600.0,,,,1.0,4068.0,5246.0,76.4,0.0,0.0,190.0,182.0,18.0,18.0,0.0,18.0,,3.0,,0.0,3.0,4.0,4.0,6.0,7.0,7.0,11.0,4.0,11.0,0.0,0.0,0.0,0.0,94.0,50.0,0.0,0.0,72601.0,44750.0,22200.0,49001.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,fully paid
